FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
970524;1800;4;;;
970524;1900;5;;;
970524;2000;6;;;
970524;2100;4;;;
970524;2200;4;;;
970524;2300;4;;;
970525;0000;4;;;
970525;0100;2;;;
970525;0200;2;;;
970525;0300;1;;;
970525;0400;1;;;
970525;0500;1;;;
970525;0600;1;;;
970525;0700;1;;;
970525;0800;2;;;
970525;0900;3;;;
970525;1000;4;;;
970525;1100;13;;;
970525;1200;24;;;
970525;1300;26;;;
970525;1400;38;;;
970525;1500;36;;;
970525;1600;18;;;
970525;1700;2;;;
970525;1800;3;;;
970525;1900;4;;;
970525;2000;2;;;
970525;2100;2;;;
970525;2200;2;;;
970525;2300;1;;;
970526;0000;2;;;
970526;0100;1;;;
970526;0200;2;;;
970526;0300;1;;;
970526;0400;1;;;
970526;0500;1;;;
970526;0600;1;;;
970526;0700;1;;;
970526;0800;1;;;
970526;0900;2;;;
970526;1000;6;;;
970526;1100;16;;;
970526;1200;10;;;
970526;1300;22;;;
970526;1400;27;;;
970526;1500;8;;;
970526;1600;4;;;
970526;1700;4;;;
970526;1800;2;;;
970526;1900;3;;;
970526;2000;3;;;
970526;2100;3;;;
970526;2200;2;;;
970526;2300;1;;;
970527;0000;1;;;
970527;0100;3;;;
970527;0200;3;;;
970527;0300;2;;;
970527;0400;1;;;
970527;0500;2;;;
970527;0600;3;;;
970527;0700;3;;;
970527;0800;2;;;
970527;0900;3;;;
970527;1000;6;;;
970527;1100;10;;;
970527;1200;20;;;
970527;1300;36;;;
970527;1400;50;;;
970527;1500;40;;;
970527;1600;37;;;
970527;1700;6;;;
970527;1800;4;;;
970527;1900;8;;;
970527;2000;10;;;
970527;2100;8;;;
970527;2200;7;;;
970527;2300;4;;;
970528;0000;4;;;
970528;0100;3;;;
970528;0200;2;;;
970528;0300;2;;;
970528;0400;2;;;
970528;0500;3;;;
970528;0600;3;;;
970528;0700;5;;;
970528;0800;5;;;
970528;0900;4;;;
970528;1000;4;;;
970528;1100;5;;;
970528;1200;10;;;
970528;1300;18;;;
970528;1400;10;;;
970528;1500;7;;;
970528;1600;4;;;
970528;1700;4;;;
970528;1800;3;;;
970528;1900;1;;;
970528;2000;1;;;
970528;2100;2;;;
970528;2200;2;;;
970528;2300;2;;;
970529;0000;12;;;
970529;0100;11;;;
970529;0200;15;;;
970529;0300;12;;;
970529;0400;8;;;
970529;0500;9;;;
970529;0600;7;;;
970529;0700;1;;;
970529;0800;1;;;
970529;0900;5;;;
970529;1000;2;;;
970529;1100;2;;;
970529;1200;2;;;
970529;1300;6;;;
970529;1400;4;;;
970529;1500;6;;;
970529;1600;3;;;
970529;1700;6;;;
970529;1800;5;;;
970529;1900;4;;;
970529;2000;3;;;
970529;2100;3;;;
970529;2200;1;;;
970529;2300;5;;;
970530;0000;10;;;
970530;0100;7;;;
970530;0200;17;;;
970530;0300;18;;;
970530;0400;15;;;
970530;0500;9;;;
970530;0600;3;;;
970530;0700;5;;;
970530;0800;2;;;
970530;0900;2;;;
970530;1000;2;;;
970530;1100;7;;;
970530;1200;11;;;
970530;1300;13;;;
970530;1400;12;;;
970530;1500;11;;;
970530;1600;6;;;
970530;1700;3;;;
970530;1800;2;;;
970530;1900;4;;;
970530;2000;4;;;
970530;2100;5;;;
970530;2200;5;;;
970530;2300;2;;;
970531;0000;2;;;
970531;0100;1;;;
970531;0200;1;;;
970531;0300;1;;;
970531;0400;1;;;
970531;0500;1;;;
970531;0600;2;;;
970531;0700;2;;;
970531;0800;2;;;
970531;0900;3;;;
970531;1000;3;;;
970531;1100;7;;;
970531;1200;13;;;
970531;1300;12;;;
970531;1400;14;;;
970531;1500;11;;;
970531;1600;4;;;
970531;1700;2;;;
970531;1800;4;;;
970531;1900;4;;;
970531;2000;2;;;
970531;2100;3;;;
970531;2200;4;;;
970531;2300;4;;;
970601;0000;3;;;
970601;0100;2;;;
970601;0200;3;;;
970601;0300;3;;;
970601;0400;3;;;
970601;0500;2;;;
970601;0600;2;;;
970601;0700;1;;;
970601;0800;2;;;
970601;0900;3;;;
970601;1000;6;;;
970601;1100;20;;;
970601;1200;37;;;
970601;1300;61;;;
970601;1400;72;;;
970601;1500;77;;;
970601;1600;53;;;
970601;1700;23;;;
970601;1800;6;;;
970601;1900;6;;;
970601;2000;6;;;
970601;2100;5;;;
970601;2200;4;;;
970601;2300;2;;;
970602;0000;2;;;
970602;0100;1;;;
970602;0200;1;;;
970602;0300;1;;;
970602;0400;1;;;
970602;0500;1;;;
970602;0600;2;;;
970602;0700;4;;;
970602;0800;3;;;
970602;0900;4;;;
970602;1000;10;;;
970602;1100;13;;;
970602;1200;38;;;
970602;1300;35;;;
970602;1400;41;;;
970602;1500;37;;;
970602;1600;20;;;
970602;1700;6;;;
970602;1800;4;;;
970602;1900;6;;;
970602;2000;5;;;
970602;2100;4;;;
970602;2200;5;;;
970602;2300;8;;;
970603;0000;5;;;
970603;0100;4;;;
970603;0200;5;;;
970603;0300;2;;;
970603;0400;2;;;
970603;0500;2;;;
970603;0600;4;;;
970603;0700;3;;;
970603;0800;5;;;
970603;0900;4;;;
970603;1000;4;;;
970603;1100;3;;;
970603;1200;2;;;
970603;1300;1;;;
970603;1400;2;;;
970603;1500;2;;;
970603;1600;2;;;
970603;1700;1;;;
970603;1800;2;;;
970603;1900;2;;;
970603;2000;1;;;
970603;2100;1;;;
970603;2200;1;;;
970603;2300;2;;;
970604;0000;2;;;
970604;0100;5;;;
970604;0200;5;;;
970604;0300;10;;;
970604;0400;4;;;
970604;0500;1;;;
970604;0600;3;;;
970604;0700;1;;;
970604;0800;2;;;
970604;0900;2;;;
970604;1000;5;;;
970604;1100;10;;;
970604;1200;14;;;
970604;1300;17;;;
970604;1400;23;;;
970604;1500;23;;;
970604;1600;10;;;
970604;1700;2;;;
970604;1800;2;;;
970604;1900;1;;;
970604;2000;3;;;
970604;2100;3;;;
970604;2200;3;;;
970604;2300;2;;;
970605;0000;1;;;
970605;0100;1;;;
970605;0200;2;;;
970605;0300;3;;;
970605;0400;9;;;
970605;0500;1;;;
970605;0600;1;;;
970605;0700;2;;;
970605;0800;3;;;
970605;0900;5;;;
970605;1000;8;;;
970605;1100;15;;;
970605;1200;21;;;
970605;1300;23;;;
970605;1400;24;;;
970605;1500;24;;;
970605;1600;21;;;
970605;1700;10;;;
970605;1800;6;;;
970605;1900;3;;;
970605;2000;2;;;
970605;2100;2;;;
970605;2200;2;;;
970605;2300;3;;;
970606;0000;2;;;
970606;0100;2;;;
970606;0200;2;;;
970606;0300;1;;;
970606;0400;1;;;
970606;0500;1;;;
970606;0600;2;;;
970606;0700;3;;;
970606;0800;3;;;
970606;0900;3;;;
970606;1000;11;;;
970606;1100;16;;;
970606;1200;25;;;
970606;1300;33;;;
970606;1400;38;;;
970606;1500;28;;;
970606;1600;18;;;
970606;1700;5;;;
970606;1800;7;;;
970606;1900;10;;;
970606;2000;10;;;
970606;2100;8;;;
970606;2200;9;;;
970606;2300;9;;;
970607;0000;7;;;
970607;0100;5;;;
970607;0200;3;;;
970607;0300;2;;;
970607;0400;2;;;
970607;0500;3;;;
970607;0600;3;;;
970607;0700;3;;;
970607;0800;5;;;
970607;0900;6;;;
970607;1000;11;;;
970607;1100;23;;;
970607;1200;30;;;
970607;1300;48;;;
970607;1400;46;;;
970607;1500;45;;;
970607;1600;34;;;
970607;1700;5;;;
970607;1800;8;;;
970607;1900;8;;;
970607;2000;10;;;
970607;2100;9;;;
970607;2200;9;;;
970607;2300;7;;;
970608;0000;7;;;
970608;0100;7;;;
970608;0200;5;;;
970608;0300;4;;;
970608;0400;4;;;
970608;0500;4;;;
970608;0600;3;;;
970608;0700;3;;;
970608;0800;2;;;
970608;0900;3;;;
970608;1000;5;;;
970608;1100;10;;;
970608;1200;20;;;
970608;1300;29;;;
970608;1400;39;;;
970608;1500;25;;;
970608;1600;23;;;
970608;1700;6;;;
970608;1800;6;;;
970608;1900;6;;;
970608;2000;8;;;
970608;2100;7;;;
970608;2200;8;;;
970608;2300;6;;;
970609;0000;6;;;
970609;0100;5;;;
970609;0200;4;;;
970609;0300;4;;;
970609;0400;3;;;
970609;0500;1;;;
970609;0600;1;;;
970609;0700;1;;;
970609;0800;1;;;
970609;0900;3;;;
970609;1000;6;;;
970609;1100;10;;;
970609;1200;11;;;
970609;1300;3;;;
970609;1400;4;;;
970609;1500;10;;;
970609;1600;12;;;
970609;1700;6;;;
970609;1800;2;;;
970609;1900;5;;;
970609;2000;5;;;
970609;2100;4;;;
970609;2200;5;;;
970609;2300;2;;;
970610;0000;2;;;
970610;0100;1;;;
970610;0200;1;;;
970610;0300;1;;;
970610;0400;1;;;
970610;0500;1;;;
970610;0600;1;;;
970610;0700;2;;;
970610;0800;2;;;
970610;0900;2;;;
970610;1000;6;;;
970610;1100;11;;;
970610;1200;;;;
970610;1300;;;;
970610;1400;16;;;
970610;1500;24;;;
970610;1600;27;;;
970610;1700;2;;;
970610;1800;3;;;
970610;1900;1;;;
970610;2000;1;;;
970610;2100;1;;;
970610;2200;1;;;
970610;2300;1;;;
970611;0000;1;;;
970611;0100;1;;;
970611;0200;1;;;
970611;0300;1;;;
970611;0400;1;;;
970611;0500;1;;;
970611;0600;1;;;
970611;0700;2;;;
970611;0800;1;;;
970611;0900;11;;;
970611;1000;13;;;
970611;1100;10;;;
970611;1200;5;;;
970611;1300;12;;;
970611;1400;6;;;
970611;1500;4;;;
970611;1600;4;;;
970611;1700;2;;;
970611;1800;2;;;
970611;1900;1;;;
970611;2000;1;;;
970611;2100;1;;;
970611;2200;1;;;
970611;2300;1;;;
970612;0000;;;;
970612;0100;;;;
970612;0200;;;;
970612;0300;;;;
970612;0400;;;;
970612;0500;;;;
970612;0600;;;;
970612;0700;;;;
970612;0800;;;;
970612;0900;;;;
970612;1000;;;;
970612;1100;;;;
970612;1200;;;;
970612;1300;;;;
970612;1400;3;;;
970612;1500;6;;;
970612;1600;12;;;
970612;1700;10;;;
970612;1800;3;;;
970612;1900;5;;;
970612;2000;1;;;
970612;2100;3;;;
970612;2200;12;;;
970612;2300;16;;;
970613;0000;13;;;
970613;0100;9;;;
970613;0200;15;;;
970613;0300;19;;;
970613;0400;14;;;
970613;0500;6;;;
970613;0600;3;;;
970613;0700;2;;;
970613;0800;3;;;
970613;0900;5;;;
970613;1000;18;;;
970613;1100;25;;;
970613;1200;23;;;
970613;1300;24;;;
970613;1400;22;;;
970613;1500;17;;;
970613;1600;8;;;
970613;1700;3;;;
970613;1800;3;;;
970613;1900;7;;;
970613;2000;2;;;
970613;2100;4;;;
970613;2200;5;;;
970613;2300;5;;;
970614;0000;1;;;
970614;0100;3;;;
970614;0200;18;;;
970614;0300;22;;;
970614;0400;23;;;
970614;0500;12;;;
970614;0600;9;;;
970614;0700;1;;;
970614;0800;2;;;
970614;0900;2;;;
970614;1000;1;;;
970614;1100;5;;;
970614;1200;5;;;
970614;1300;5;;;
970614;1400;6;;;
970614;1500;4;;;
970614;1600;5;;;
970614;1700;3;;;
970614;1800;1;;;
970614;1900;3;;;
970614;2000;4;;;
970614;2100;2;;;
970614;2200;1;;;
970614;2300;1;;;
970615;0000;2;;;
970615;0100;1;;;
970615;0200;2;;;
970615;0300;3;;;
970615;0400;1;;;
970615;0500;1;;;
970615;0600;1;;;
970615;0700;1;;;
970615;0800;2;;;
970615;0900;2;;;
970615;1000;2;;;
970615;1100;2;;;
970615;1200;5;;;
970615;1300;3;;;
970615;1400;3;;;
970615;1500;3;;;
970615;1600;2;;;
970615;1700;3;;;
970615;1800;4;;;
970615;1900;4;;;
970615;2000;4;;;
970615;2100;2;;;
970615;2200;1;;;
970615;2300;1;;;
970616;0000;2;;;
970616;0100;1;;;
970616;0200;1;;;
970616;0300;1;;;
970616;0400;1;;;
970616;0500;1;;;
970616;0600;2;;;
970616;0700;2;;;
970616;0800;4;;;
970616;0900;1;;;
970616;1000;7;;;
970616;1100;12;;;
970616;1200;13;;;
970616;1300;16;;;
970616;1400;19;;;
970616;1500;16;;;
970616;1600;10;;;
970616;1700;4;;;
970616;1800;3;;;
970616;1900;2;;;
970616;2000;1;;;
970616;2100;1;;;
970616;2200;1;;;
970616;2300;1;;;
970617;0000;1;;;
970617;0100;1;;;
970617;0200;1;;;
970617;0300;1;;;
970617;0400;1;;;
970617;0500;1;;;
970617;0600;1;;;
970617;0700;1;;;
970617;0800;1;;;
970617;0900;2;;;
970617;1000;2;;;
970617;1100;6;;;
970617;1200;16;;;
970617;1300;18;;;
970617;1400;21;;;
970617;1500;23;;;
970617;1600;26;;;
970617;1700;8;;;
970617;1800;6;;;
970617;1900;3;;;
970617;2000;1;;;
970617;2100;3;;;
970617;2200;2;;;
970617;2300;5;;;
970618;0000;9;;;
970618;0100;6;;;
970618;0200;3;;;
970618;0300;4;;;
970618;0400;3;;;
970618;0500;1;;;
970618;0600;1;;;
970618;0700;2;;;
970618;0800;6;;;
970618;0900;4;;;
970618;1000;1;;;
970618;1100;4;;;
970618;1200;5;;;
970618;1300;2;;;
970618;1400;9;;;
970618;1500;15;;;
970618;1600;14;;;
970618;1700;4;;;
970618;1800;2;;;
970618;1900;1;;;
970618;2000;4;;;
970618;2100;3;;;
970618;2200;3;;;
970618;2300;2;;;
970619;0000;3;;;
970619;0100;1;;;
970619;0200;1;;;
970619;0300;1;;;
970619;0400;1;;;
970619;0500;1;;;
970619;0600;1;;;
970619;0700;3;;;
970619;0800;3;;;
970619;0900;3;;;
970619;1000;4;;;
970619;1100;1;;;
970619;1200;1;;;
970619;1300;1;;;
970619;1400;2;;;
970619;1500;1;;;
970619;1600;1;;;
970619;1700;1;;;
970619;1800;2;;;
970619;1900;5;;;
970619;2000;5;;;
970619;2100;8;;;
970619;2200;11;;;
970619;2300;15;;;
970620;0000;16;;;
970620;0100;23;;;
970620;0200;25;;;
970620;0300;26;;;
970620;0400;26;;;
970620;0500;24;;;
970620;0600;19;;;
970620;0700;8;;;
970620;0800;5;;;
970620;0900;3;;;
970620;1000;2;;;
970620;1100;2;;;
970620;1200;4;;;
970620;1300;4;;;
970620;1400;6;;;
970620;1500;8;;;
970620;1600;2;;;
970620;1700;3;;;
970620;1800;1;;;
970620;1900;3;;;
970620;2000;2;;;
970620;2100;10;;;
970620;2200;13;;;
970620;2300;14;;;
970621;0000;15;;;
970621;0100;5;;;
970621;0200;4;;;
970621;0300;4;;;
970621;0400;11;;;
970621;0500;12;;;
970621;0600;9;;;
970621;0700;9;;;
970621;0800;4;;;
970621;0900;6;;;
970621;1000;4;;;
970621;1100;6;;;
970621;1200;13;;;
970621;1300;15;;;
970621;1400;12;;;
970621;1500;11;;;
970621;1600;10;;;
970621;1700;11;;;
970621;1800;9;;;
970621;1900;9;;;
970621;2000;6;;;
970621;2100;4;;;
970621;2200;14;;;
970621;2300;15;;;
970622;0000;9;;;
970622;0100;7;;;
970622;0200;8;;;
970622;0300;19;;;
970622;0400;20;;;
970622;0500;22;;;
970622;0600;21;;;
970622;0700;19;;;
970622;0800;7;;;
970622;0900;3;;;
970622;1000;5;;;
970622;1100;6;;;
970622;1200;7;;;
970622;1300;8;;;
970622;1400;8;;;
970622;1500;10;;;
970622;1600;7;;;
970622;1700;3;;;
970622;1800;3;;;
970622;1900;8;;;
970622;2000;8;;;
970622;2100;6;;;
970622;2200;2;;;
970622;2300;2;;;
970623;0000;6;;;
970623;0100;6;;;
970623;0200;11;;;
970623;0300;18;;;
970623;0400;20;;;
970623;0500;16;;;
970623;0600;12;;;
970623;0700;10;;;
970623;0800;1;;;
970623;0900;1;;;
970623;1000;5;;;
970623;1100;12;;;
970623;1200;11;;;
970623;1300;12;;;
970623;1400;13;;;
970623;1500;18;;;
970623;1600;16;;;
970623;1700;6;;;
970623;1800;5;;;
970623;1900;4;;;
970623;2000;3;;;
970623;2100;3;;;
970623;2200;4;;;
970623;2300;2;;;
970624;0000;1;;;
970624;0100;1;;;
970624;0200;1;;;
970624;0300;4;;;
970624;0400;15;;;
970624;0500;9;;;
970624;0600;1;;;
970624;0700;1;;;
970624;0800;2;;;
970624;0900;4;;;
970624;1000;9;;;
970624;1100;15;;;
970624;1200;23;;;
970624;1300;24;;;
970624;1400;22;;;
970624;1500;20;;;
970624;1600;22;;;
970624;1700;8;;;
970624;1800;2;;;
970624;1900;2;;;
970624;2000;2;;;
970624;2100;3;;;
970624;2200;4;;;
970624;2300;2;;;
970625;0000;1;;;
970625;0100;1;;;
970625;0200;1;;;
970625;0300;2;;;
970625;0400;1;;;
970625;0500;1;;;
970625;0600;1;;;
970625;0700;2;;;
970625;0800;5;;;
970625;0900;4;;;
970625;1000;4;;;
970625;1100;8;;;
970625;1200;20;;;
970625;1300;30;;;
970625;1400;25;;;
970625;1500;25;;;
970625;1600;22;;;
970625;1700;10;;;
970625;1800;4;;;
970625;1900;2;;;
970625;2000;2;;;
970625;2100;2;;;
970625;2200;2;;;
970625;2300;2;;;
970626;0000;2;;;
970626;0100;1;;;
970626;0200;1;;;
970626;0300;1;;;
970626;0400;1;;;
970626;0500;1;;;
970626;0600;2;;;
970626;0700;2;;;
970626;0800;3;;;
970626;0900;2;;;
970626;1000;6;;;
970626;1100;14;;;
970626;1200;21;;;
970626;1300;20;;;
970626;1400;12;;;
970626;1500;17;;;
970626;1600;18;;;
970626;1700;13;;;
970626;1800;4;;;
970626;1900;5;;;
970626;2000;6;;;
970626;2100;4;;;
970626;2200;1;;;
970626;2300;2;;;
970627;0000;2;;;
970627;0100;1;;;
970627;0200;1;;;
970627;0300;1;;;
970627;0400;2;;;
970627;0500;2;;;
970627;0600;3;;;
970627;0700;4;;;
970627;0800;3;;;
970627;0900;3;;;
970627;1000;6;;;
970627;1100;17;;;
970627;1200;22;;;
970627;1300;28;;;
970627;1400;29;;;
970627;1500;28;;;
970627;1600;21;;;
970627;1700;15;;;
970627;1800;7;;;
970627;1900;3;;;
970627;2000;5;;;
970627;2100;2;;;
970627;2200;2;;;
970627;2300;2;;;
970628;0000;1;;;
970628;0100;1;;;
970628;0200;2;;;
970628;0300;1;;;
970628;0400;1;;;
970628;0500;1;;;
970628;0600;1;;;
970628;0700;2;;;
970628;0800;3;;;
970628;0900;4;;;
970628;1000;6;;;
970628;1100;11;;;
970628;1200;23;;;
970628;1300;25;;;
970628;1400;24;;;
970628;1500;29;;;
970628;1600;22;;;
970628;1700;11;;;
970628;1800;4;;;
970628;1900;3;;;
970628;2000;4;;;
970628;2100;1;;;
970628;2200;2;;;
970628;2300;1;;;
970629;0000;1;;;
970629;0100;1;;;
970629;0200;1;;;
970629;0300;6;;;
970629;0400;3;;;
970629;0500;3;;;
970629;0600;3;;;
970629;0700;2;;;
970629;0800;2;;;
970629;0900;3;;;
970629;1000;11;;;
970629;1100;22;;;
970629;1200;37;;;
970629;1300;39;;;
970629;1400;28;;;
970629;1500;29;;;
970629;1600;27;;;
970629;1700;9;;;
970629;1800;4;;;
970629;1900;5;;;
970629;2000;6;;;
970629;2100;6;;;
970629;2200;7;;;
970629;2300;5;;;
970630;0000;3;;;
970630;0100;2;;;
970630;0200;1;;;
970630;0300;1;;;
970630;0400;1;;;
970630;0500;1;;;
970630;0600;2;;;
970630;0700;3;;;
970630;0800;6;;;
970630;0900;3;;;
970630;1000;6;;;
970630;1100;12;;;
970630;1200;17;;;
970630;1300;34;;;
970630;1400;32;;;
970630;1500;36;;;
970630;1600;30;;;
970630;1700;5;;;
970630;1800;7;;;
970630;1900;9;;;
970630;2000;10;;;
970630;2100;8;;;
970630;2200;5;;;
970630;2300;4;;;
970701;0000;3;;;
970701;0100;1;;;
970701;0200;1;;;
970701;0300;1;;;
970701;0400;1;;;
970701;0500;1;;;
970701;0600;2;;;
970701;0700;4;;;
970701;0800;6;;;
970701;0900;2;;;
970701;1000;11;;;
970701;1100;15;;;
970701;1200;21;;;
970701;1300;21;;;
970701;1400;20;;;
970701;1500;19;;;
970701;1600;15;;;
970701;1700;11;;;
970701;1800;9;;;
970701;1900;5;;;
970701;2000;2;;;
970701;2100;3;;;
970701;2200;4;;;
970701;2300;3;;;
970702;0000;1;;;
970702;0100;1;;;
970702;0200;1;;;
970702;0300;1;;;
970702;0400;1;;;
970702;0500;1;;;
970702;0600;2;;;
970702;0700;3;;;
970702;0800;5;;;
970702;0900;3;;;
970702;1000;3;;;
970702;1100;8;;;
970702;1200;15;;;
970702;1300;17;;;
970702;1400;24;;;
970702;1500;28;;;
970702;1600;17;;;
970702;1700;12;;;
970702;1800;3;;;
970702;1900;5;;;
970702;2000;5;;;
970702;2100;3;;;
970702;2200;3;;;
970702;2300;4;;;
970703;0000;2;;;
970703;0100;1;;;
970703;0200;1;;;
970703;0300;1;;;
970703;0400;2;;;
970703;0500;2;;;
970703;0600;2;;;
970703;0700;3;;;
970703;0800;3;;;
970703;0900;1;;;
970703;1000;11;;;
970703;1100;5;;;
970703;1200;5;;;
970703;1300;15;;;
970703;1400;17;;;
970703;1500;20;;;
970703;1600;19;;;
970703;1700;11;;;
970703;1800;4;;;
970703;1900;5;;;
970703;2000;5;;;
970703;2100;6;;;
970703;2200;3;;;
970703;2300;5;;;
970704;0000;1;;;
970704;0100;1;;;
970704;0200;1;;;
970704;0300;1;;;
970704;0400;1;;;
970704;0500;1;;;
970704;0600;1;;;
970704;0700;2;;;
970704;0800;4;;;
970704;0900;3;;;
970704;1000;4;;;
970704;1100;10;;;
970704;1200;24;;;
970704;1300;36;;;
970704;1400;40;;;
970704;1500;35;;;
970704;1600;26;;;
970704;1700;4;;;
970704;1800;6;;;
970704;1900;9;;;
970704;2000;9;;;
970704;2100;5;;;
970704;2200;5;;;
970704;2300;5;;;
970705;0000;3;;;
970705;0100;2;;;
970705;0200;2;;;
970705;0300;2;;;
970705;0400;1;;;
970705;0500;1;;;
970705;0600;1;;;
970705;0700;1;;;
970705;0800;3;;;
970705;0900;4;;;
970705;1000;4;;;
970705;1100;14;;;
970705;1200;30;;;
970705;1300;30;;;
970705;1400;32;;;
970705;1500;34;;;
970705;1600;32;;;
970705;1700;8;;;
970705;1800;1;;;
970705;1900;4;;;
970705;2000;2;;;
970705;2100;1;;;
970705;2200;3;;;
970705;2300;4;;;
970706;0000;4;;;
970706;0100;4;;;
970706;0200;2;;;
970706;0300;1;;;
970706;0400;1;;;
970706;0500;1;;;
970706;0600;1;;;
970706;0700;1;;;
970706;0800;1;;;
970706;0900;1;;;
970706;1000;8;;;
970706;1100;21;;;
970706;1200;28;;;
970706;1300;43;;;
970706;1400;51;;;
970706;1500;51;;;
970706;1600;31;;;
970706;1700;15;;;
970706;1800;2;;;
970706;1900;2;;;
970706;2000;2;;;
970706;2100;2;;;
970706;2200;1;;;
970706;2300;5;;;
970707;0000;1;;;
970707;0100;1;;;
970707;0200;1;;;
970707;0300;1;;;
970707;0400;2;;;
970707;0500;1;;;
970707;0600;2;;;
970707;0700;5;;;
970707;0800;2;;;
970707;0900;1;;;
970707;1000;6;;;
970707;1100;5;;;
970707;1200;5;;;
970707;1300;5;;;
970707;1400;11;;;
970707;1500;16;;;
970707;1600;14;;;
970707;1700;3;;;
970707;1800;2;;;
970707;1900;2;;;
970707;2000;3;;;
970707;2100;4;;;
970707;2200;4;;;
970707;2300;3;;;
970708;0000;2;;;
970708;0100;2;;;
970708;0200;1;;;
970708;0300;1;;;
970708;0400;1;;;
970708;0500;1;;;
970708;0600;1;;;
970708;0700;1;;;
970708;0800;2;;;
970708;0900;1;;;
970708;1000;2;;;
970708;1100;7;;;
970708;1200;9;;;
970708;1300;15;;;
970708;1400;16;;;
970708;1500;15;;;
970708;1600;10;;;
970708;1700;3;;;
970708;1800;4;;;
970708;1900;6;;;
970708;2000;8;;;
970708;2100;6;;;
970708;2200;5;;;
970708;2300;3;;;
970709;0000;1;;;
970709;0100;1;;;
970709;0200;1;;;
970709;0300;1;;;
970709;0400;1;;;
970709;0500;1;;;
970709;0600;2;;;
970709;0700;4;;;
970709;0800;4;;;
970709;0900;2;;;
970709;1000;3;;;
970709;1100;14;;;
970709;1200;19;;;
970709;1300;22;;;
970709;1400;21;;;
970709;1500;14;;;
970709;1600;7;;;
970709;1700;1;;;
970709;1800;1;;;
970709;1900;2;;;
970709;2000;2;;;
970709;2100;1;;;
970709;2200;1;;;
970709;2300;1;;;
970710;0000;1;;;
970710;0100;1;;;
970710;0200;1;;;
970710;0300;1;;;
970710;0400;1;;;
970710;0500;1;;;
970710;0600;1;;;
970710;0700;1;;;
970710;0800;1;;;
970710;0900;1;;;
970710;1000;3;;;
970710;1100;5;;;
970710;1200;6;;;
970710;1300;5;;;
970710;1400;9;;;
970710;1500;12;;;
970710;1600;9;;;
970710;1700;4;;;
970710;1800;6;;;
970710;1900;8;;;
970710;2000;6;;;
970710;2100;5;;;
970710;2200;3;;;
970710;2300;1;;;
970711;0000;1;;;
970711;0100;1;;;
970711;0200;1;;;
970711;0300;1;;;
970711;0400;1;;;
970711;0500;1;;;
970711;0600;1;;;
970711;0700;3;;;
970711;0800;4;;;
970711;0900;3;;;
970711;1000;4;;;
970711;1100;7;;;
970711;1200;20;;;
970711;1300;25;;;
970711;1400;28;;;
970711;1500;21;;;
970711;1600;18;;;
970711;1700;8;;;
970711;1800;4;;;
970711;1900;2;;;
970711;2000;2;;;
970711;2100;2;;;
970711;2200;1;;;
970711;2300;1;;;
970712;0000;1;;;
970712;0100;1;;;
970712;0200;2;;;
970712;0300;4;;;
970712;0400;13;;;
970712;0500;12;;;
970712;0600;13;;;
970712;0700;1;;;
970712;0800;1;;;
970712;0900;3;;;
970712;1000;9;;;
970712;1100;15;;;
970712;1200;17;;;
970712;1300;22;;;
970712;1400;23;;;
970712;1500;24;;;
970712;1600;16;;;
970712;1700;16;;;
970712;1800;6;;;
970712;1900;5;;;
970712;2000;2;;;
970712;2100;1;;;
970712;2200;3;;;
970712;2300;4;;;
970713;0000;3;;;
970713;0100;2;;;
970713;0200;1;;;
970713;0300;1;;;
970713;0400;1;;;
970713;0500;1;;;
970713;0600;1;;;
970713;0700;1;;;
970713;0800;2;;;
970713;0900;4;;;
970713;1000;13;;;
970713;1100;20;;;
970713;1200;28;;;
970713;1300;35;;;
970713;1400;46;;;
970713;1500;41;;;
970713;1600;32;;;
970713;1700;16;;;
970713;1800;3;;;
970713;1900;7;;;
970713;2000;8;;;
970713;2100;6;;;
970713;2200;4;;;
970713;2300;5;;;
970714;0000;1;;;
970714;0100;1;;;
970714;0200;1;;;
970714;0300;1;;;
970714;0400;1;;;
970714;0500;1;;;
970714;0600;1;;;
970714;0700;2;;;
970714;0800;4;;;
970714;0900;4;;;
970714;1000;3;;;
970714;1100;4;;;
970714;1200;11;;;
970714;1300;7;;;
970714;1400;10;;;
970714;1500;14;;;
970714;1600;14;;;
970714;1700;5;;;
970714;1800;2;;;
970714;1900;6;;;
970714;2000;9;;;
970714;2100;8;;;
970714;2200;5;;;
970714;2300;3;;;
970715;0000;3;;;
970715;0100;2;;;
970715;0200;1;;;
970715;0300;1;;;
970715;0400;1;;;
970715;0500;1;;;
970715;0600;1;;;
970715;0700;1;;;
970715;0800;2;;;
970715;0900;2;;;
970715;1000;3;;;
970715;1100;9;;;
970715;1200;21;;;
970715;1300;32;;;
970715;1400;37;;;
970715;1500;34;;;
970715;1600;30;;;
970715;1700;15;;;
970715;1800;2;;;
970715;1900;1;;;
970715;2000;1;;;
970715;2100;2;;;
970715;2200;2;;;
970715;2300;1;;;
970716;0000;1;;;
970716;0100;1;;;
970716;0200;1;;;
970716;0300;1;;;
970716;0400;1;;;
970716;0500;1;;;
970716;0600;1;;;
970716;0700;3;;;
970716;0800;3;;;
970716;0900;3;;;
970716;1000;10;;;
970716;1100;20;;;
970716;1200;21;;;
970716;1300;23;;;
970716;1400;26;;;
970716;1500;24;;;
